Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"N0001923F0002","N0001919G0008","0","0","DO Delivery Order","$70,602,602.00","Dec 16, 2022","Jan 18, 2022","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","K016","MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001923F0039","N0001919G0008","0","0","DO Delivery Order","$15,164,257.47","Nov 30, 2022","Jun 1, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0002409C6247",,"P00126","0","DCA Definitive Contract","$11,422,789.00","Jan 28, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","1240","OPTICAL SIGHTING AND RANGING EQUIPMENT","334513","INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES","MOORESTOWN","NJ","080573054",,,"CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002417C6259",,"P00053","0","DCA Definitive Contract","$11,059,660.00","Jun 27, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","S","K019","MODIFICATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MANASSAS","VA","201104166","NONE","NONE OF THE ABOVE","NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"N0002418C2301",,"P00023","0","DCA Definitive Contract","$13,215,000.00","Nov 2, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","1905","COMBAT SHIPS AND LANDING VESSELS","336611","SHIP BUILDING AND REPAIRING","BALTIMORE","MD","212204207","NONE","NONE OF THE ABOVE","MJENSFHZJP11","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","38597",
"N0002419C5102",,"P00019","0","DCA Definitive Contract","$73,592,365.00","Dec 23, 2022","Oct 6, 2015","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002419C5603",,"P00024","0","DCA Definitive Contract","$12,549,713.75","Sep 30, 2022","Aug 4, 2017","1700","DEPT OF THE NAVY","NAVSEA HQ","S","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002420C5503",,"P00017","0","DCA Definitive Contract","$26,399,469.00","Sep 27, 2022","Apr 30, 2019","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5865","ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"N0002420C5601",,"P00019","0","DCA Definitive Contract","$16,571,691.00","Jun 22, 2022","Jun 28, 2018","1700","DEPT OF THE NAVY","NAVSEA HQ","S","J012","MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002420C6117",,"P00017","0","DCA Definitive Contract","$32,824,095.00","Dec 8, 2022","Jan 15, 2020","1700","DEPT OF THE NAVY","NAVSEA HQ","P","1287","FIRE CONTROL SONAR EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MANASSAS","VA","201104166","NONE","NONE OF THE ABOVE","NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"N0002423C6411",,"0","14","DCA Definitive Contract","$50,616,994.00","Dec 16, 2022","Jun 9, 2020","1700","DEPT OF THE NAVY","NAVSEA HQ","P","1355","TORPEDOS AND COMPONENTS, INERT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"N0002423F5135","N0002421G5102","0","0","DO Delivery Order","$21,411,634.95","Dec 2, 2022","Nov 9, 2021","1700","DEPT OF THE NAVY","NAVSEA HQ","P","1285","FIRE CONTROL RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0003020C0045",,"P00052","5","DCA Definitive Contract","$12,446,143.00","Apr 28, 2022","Jun 7, 2019","1700","DEPT OF THE NAVY","STRATEGIC SYSTEMS PROGRAMS","P","1427","GUIDED MISSILE SUBSYSTEMS","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","UNIONDALE","NY","115533664","NONE","NONE OF THE ABOVE","Z9B5HQ9HSTM5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","56232",
"N0003021C0100",,"P00012","17","DCA Definitive Contract","$193,631,862.49","May 18, 2022","Feb 24, 2021","1700","DEPT OF THE NAVY","STRATEGIC SYSTEMS PROGRAMS","P","1420","GUIDED MISSILE COMPONENTS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TITUSVILLE","FL","327807910","NONE","NONE OF THE ABOVE","KMEVRAKJVBD3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","7X6A9",
"N0003023C6045",,"0","5","DCA Definitive Contract","$12,598,760.00","Dec 8, 2022","Nov 17, 2021","1700","DEPT OF THE NAVY","STRATEGIC SYSTEMS PROGRAMS","P","1427","GUIDED MISSILE SUBSYSTEMS","541330","ENGINEERING SERVICES","UNIONDALE","NY","115533664","NONE","NONE OF THE ABOVE","Z9B5HQ9HSTM5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","56232",
"N6134022F7009","N0001919G0029","0","0","DO Delivery Order","$32,292,652.00","Jul 8, 2022","May 14, 2021","1700","DEPT OF THE NAVY","NAWC TRAINING SYSTEMS DIV","P","6910","TRAINING AIDS","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"NNJ06TA25C",,"589","0","DCA Definitive Contract","$189,343,743.00","May 12, 2022",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA JOHNSON SPACE CENTER","S","AR33","R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT)","541710","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES","LITTLETON","CO","801270000",,,"FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"W31P4Q20C0023",,"P00052","1","DCA Definitive Contract","$242,458,310.02","Jun 15, 2022","Oct 23, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q20C0023",,"P00072","2","DCA Definitive Contract","$15,590,330.01","Dec 29, 2022","Aug 9, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q21C0042",,"P00012","1","DCA Definitive Contract","$23,914,132.00","Mar 22, 2022","Feb 18, 2021","2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q21C0042",,"PZ0016","1","DCA Definitive Contract","$19,630,480.00","Jul 29, 2022","Feb 18, 2021","2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W58RGZ23F0149","W58RGZ23D0011","0","2","DO Delivery Order","$95,803,289.36","Dec 14, 2022","Dec 9, 2022","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","2995","MISCELLANEOUS ENGINE ACCESSORIES, AIRCRAFT","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORP","04939",
"W900KK22F0508","W900KK18D0018","0","0","DO Delivery Order","$20,364,262.00","Jun 10, 2022","Jun 1, 2022","2100","DEPT OF THE ARMY","W6QK ACC-ORLANDO","S","J069","MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES","541330","ENGINEERING SERVICES","ORLANDO","FL","328255002","NONE","NONE OF THE ABOVE","KDT2YLB34NT6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","16331",
"W912HZ229C003",,"0",0,"Other Transaction IDV","$17,500,000.00","May 19, 2022","Oct 19, 2021","2100","DEPT OF THE ARMY","W2R2 USA ENGR R AND D CTR","S","AC12","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH",,,"ANDOVER","MA","018100044",,,"ERKAKNDCV6Q1","ERKAKNDCV6Q1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","8PHP8",
"80JSC019C0012",,"P00079",0,"IDC Indefinite Delivery Contract","$55,600,000.00","Mar 10, 2022",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA JOHNSON SPACE CENTER","P","1555","SPACE VEHICLES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"80JSC019C0012",,"P00101",0,"IDC Indefinite Delivery Contract","$12,360,000.00","Nov 17, 2022",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA JOHNSON SPACE CENTER","P","1555","SPACE VEHICLES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORP","04236",
"FA820518F0001","FA820518D0001","P00047","0","DO Delivery Order","$120,693,621.49","Feb 16, 2022",,"5700","DEPT OF THE AIR FORCE","FA8205  AFLCMC WAUKH","S","J016","MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA820518F0001","FA820518D0001","P00049","0","DO Delivery Order","$315,077,723.27","May 2, 2022",,"5700","DEPT OF THE AIR FORCE","FA8205  AFLCMC WAUKH","S","J016","MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA820522F0420","FA820518D0001","0","0","DO Delivery Order","$16,989,622.00","Sep 30, 2022","Sep 13, 2022","5700","DEPT OF THE AIR FORCE","FA8205  AFLCMC WAUKH","S","J016","MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA820523F0505","FA820518D0001","0","0","DO Delivery Order","$31,934,161.00","Oct 1, 2022","Oct 15, 2021","5700","DEPT OF THE AIR FORCE","FA8205  AFLCMC WAUKH","S","J016","MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA823218C0011",,"PM0087","0","DCA Definitive Contract","$45,203,518.31","Dec 8, 2022","Oct 2, 2017","5700","DEPT OF THE AIR FORCE","FA8232  AFLCMC WWMK","P","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861122F0004","FA861122D0001","P00013","0","DO Delivery Order","$10,906,998.14","Sep 28, 2022","Mar 8, 2021","5700","DEPT OF THE AIR FORCE","FA8611 AFLCMC WAUK F22","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861518C6058",,"P00026","14","DCA Definitive Contract","$10,355,720.00","Oct 7, 2022","Apr 13, 2018","5700","DEPT OF THE AIR FORCE","FA8615 AFLCMC WAMK F16","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA862518F7027","FA862516D6458","P00027","10","DO Delivery Order","$75,229,773.00","May 6, 2022","Apr 27, 2018","5700","DEPT OF THE AIR FORCE","FA8625  AFLCMC WLNK C130","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA868220C0001",,"P00029","16","DCA Definitive Contract","$10,445,923.00","Aug 4, 2022","Nov 16, 2018","5700","DEPT OF THE AIR FORCE","FA8682  AFLCMC EBJK","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA873021C0022",,"P00007","0","DCA Definitive Contract","$75,020,810.00","Apr 1, 2022","Dec 18, 2020","5700","DEPT OF THE AIR FORCE","FA8730  KESSEL RUN AFLCMC/HBBK","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"FA880718C0009",,"P00090","9","DCA Definitive Contract","$36,449,331.00","Jan 25, 2022","Mar 13, 2018","5700","DEPT OF THE AIR FORCE","FA8807 MIL COMM AND PNT SSC/CGK","P","1555","SPACE VEHICLES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA880718C0009",,"P00104","10","DCA Definitive Contract","$213,160,929.00","Jun 15, 2022","Mar 13, 2018","5700","DEPT OF THE AIR FORCE","FA8807 MIL COMM AND PNT SSC/CGK","P","1555","SPACE VEHICLES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA880718C0009",,"P00115","10","DCA Definitive Contract","$331,207,684.00","Oct 27, 2022","Mar 13, 2018","5700","DEPT OF THE AIR FORCE","FA8807 MIL COMM AND PNT SSC/CGK","P","1555","SPACE VEHICLES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA881018C0005",,"P00068","5","DCA Definitive Contract","$12,000,000.00","Mar 8, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00071","5","DCA Definitive Contract","$98,000,000.00","Apr 27, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00075","4","DCA Definitive Contract","$297,000,000.00","Jun 1, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00085","4","DCA Definitive Contract","$150,530,000.00","Oct 7, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA882321C0001",,"P00043","0","DCA Definitive Contract","$16,749,836.00","Dec 13, 2022","Mar 31, 2020","5700","DEPT OF THE AIR FORCE","FA8823  SUSTAINMENT MCPNT SSC/PKL","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA882321F2006","FA882320D0001","P00008","0","DO Delivery Order","$24,659,688.81","Jan 10, 2022","Dec 16, 2020","5700","DEPT OF THE AIR FORCE","FA8823  SUSTAINMENT MCPNT SSC/PKL","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541330","ENGINEERING SERVICES","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA882321F2006","FA882320D0001","P00010","0","DO Delivery Order","$15,006,280.66","Mar 15, 2022","Dec 16, 2020","5700","DEPT OF THE AIR FORCE","FA8823  SUSTAINMENT MCPNT SSC/PKL","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541330","ENGINEERING SERVICES","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"H9225422F2564","H9225417D0001","P00004","0","DO Delivery Order","$12,035,000.00","May 12, 2022","Oct 27, 2021","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
"H9225422F2577","H9225417D0001","P00002","0","DO Delivery Order","$10,322,018.33","Apr 25, 2022","Dec 15, 2021","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
"H9225422F2608","H9225417D0001","0","0","DO Delivery Order","$19,969,775.00","May 9, 2022","Mar 8, 2022","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
